REC_BH	STATNUM	ORI	BINCIDNO	ORIADDDT	ORINIBRS	CITY	STATECOD	POPGRP	DIVISN	REGION	AGINDIC	CORECTY	COVBYORI	FIELDNO	JUDDIST	NBRSFLG	INACTDTE	POP1	COUNTY1	MSA1	LSTPOP1	POP2	COUNTY2	MSA2	LSTPOP2	POP3	COUNTY3	MSA3	LSTPOP3	POP4	COUNTY4	MSA4	LSTPOP4	POP5	COUNTY5	MSA5	LSTPOP5	MASTERYR	QTR1ACT	QTR2ACT	QTR3ACT	QTR4ACT	F1QACT	F2QACT	F3QACT	F4QACT	AGNAME	CFIPS1	CFIPS2	CFIPS3	CFIPS4	CFIPS5	HC_FLAG
BH	50	AK0010100	 	19910430	 	ANCHORAGE	AK	1C	9	4	1	N	 	3030	020A	 	 	267280	 	37	263588	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	Z	I	I	I	 	 	 	 	ANCHORAGE	 	 	 	 	 	1
BH	50	AK0010200	 	19910430	 	FAIRBANKS	AK	4	9	4	1	N	 	3030	020A	 	 	31037	 	 	30608	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	FAIRBANKS	 	 	 	 	 	0
BH	50	AK0010300	 	19910430	 	JUNEAU	AK	4	9	4	1	N	 	3030	020A	 	 	31537	 	 	31101	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	JUNEAU	 	 	 	 	 	0
BH	50	AK0010400	 	19910430	 	KETCHIKAN	AK	6	9	4	1	N	 	3030	020A	 	 	8135	 	 	8023	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KETCHIKAN	 	 	 	 	 	0
BH	50	AK0010500	 	19910430	 	KODIAK	AK	6	9	4	1	N	 	3030	020A	 	 	6505	 	 	6414	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KODIAK	 	 	 	 	 	0
BH	50	AK0010600	 	19910430	 	NOME	AK	6	9	4	1	N	 	3030	020A	 	 	3599	 	 	3550	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	NOME	 	 	 	 	 	0
BH	50	AK0010700	 	19910430	 	PETERSBURG	AK	6	9	4	1	N	 	3030	020A	 	 	3310	 	 	3265	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	PETERSBURG	 	 	 	 	 	0
BH	50	AK0010800	 	19910430	 	SEWARD	AK	6	9	4	1	N	 	3030	020A	 	 	2906	 	 	2866	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SEWARD	 	 	 	 	 	0
BH	50	AK0010900	 	19910430	 	SITKA	AK	6	9	4	1	N	 	3030	020A	 	 	9072	 	 	8947	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SITKA	 	 	 	 	 	0
BH	50	AK0011000	 	19910430	 	SKAGWAY	AK	7	9	4	1	N	 	3030	020A	 	 	885	 	 	873	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SKAGWAY	 	 	 	 	 	0
BH	50	AK0011100	 	19910430	 	WRANGELL	AK	7	9	4	1	N	 	3030	020A	 	 	2370	 	 	2337	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	WRANGELL	 	 	 	 	 	0
BH	50	AK0011200	 	19910430	 	VALDEZ	AK	6	9	4	1	N	 	3030	020A	 	 	4144	 	 	4087	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	VALDEZ	 	 	 	 	 	0
BH	50	AK0011300	 	19910430	 	BETHEL	AK	6	9	4	1	N	 	3030	020A	 	 	5618	 	 	5540	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	BETHEL	 	 	 	 	 	0
BH	50	AK0011400	 	19910430	 	CORDOVA	AK	6	9	4	1	N	 	3030	020A	 	 	2520	 	 	2485	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	CORDOVA	 	 	 	 	 	0
BH	50	AK0011600	 	19910430	 	KOTZEBUE	AK	6	9	4	1	N	 	3030	020A	 	 	3165	 	 	3121	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KOTZEBUE	 	 	 	 	 	0
BH	50	AK0011700	 	19910430	 	PALMER	AK	6	9	4	1	N	 	3030	020A	 	 	4654	 	 	4591	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	PALMER	 	 	 	 	 	0
BH	50	AK0011800	 	19910430	 	BARROW	AK	6	9	4	1	N	 	3030	020A	 	 	7584	 	 	7479	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	NORTH SLOPE BOROUGH	 	 	 	 	 	0
BH	50	AK0011900	 	19910430	 	SELDOVIA	AK	7	9	4	1	N	 	3030	020A	 	 	294	 	 	290	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SELDOVIA	 	 	 	 	 	0
BH	50	AK0012000	 	19910430	 	SOLDOTNA	AK	6	9	4	1	N	 	3030	020A	 	 	3860	 	 	3807	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SOLDOTNA	 	 	 	 	 	0
BH	50	AK0012100	 	19910430	 	HAINES	AK	7	9	4	1	N	 	3030	020A	 	 	1859	 	 	1834	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HAINES	 	 	 	 	 	0
BH	50	AK0012200	 	19910430	 	HOMER	AK	6	9	4	1	N	 	3030	020A	 	 	4052	 	 	3996	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HOMER	 	 	 	 	 	0
BH	50	AK0012300	 	19910430	 	KENAI	AK	6	9	4	1	N	 	3030	020A	 	 	7128	 	 	7030	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KENAI	 	 	 	 	 	0
BH	50	AK0012400	 	19910430	 	SPENARD	AK	7	9	4	0	N	AK0010100	3030	020A	 	19891101	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SPENARD SERVICE DISTRICT	 	 	 	 	 	0
BH	50	AK0012600	 	19941021	 	FAIRBANKS	AK	7	9	4	5	N	 	3030	020A	 	 	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	FAIRBANKS INTRNL AIRPORT	 	 	 	 	 	0
BH	50	AK0012700	 	19910430	 	ANCHORAGE	AK	7	9	4	5	N	 	3030	020A	 	 	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ANCHORAGE INTRNTL AIRPOR	 	 	 	 	 	0
BH	50	AK0012800	 	19910430	 	WHITTIER	AK	7	9	4	1	N	 	3030	020A	 	 	187	 	 	184	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	WHITTIER	 	 	 	 	 	0
BH	50	AK0013000	 	19910430	 	DILLINGHAM	AK	6	9	4	1	N	 	3030	020A	 	 	2532	 	 	2497	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	DILLINGHAM	 	 	 	 	 	0
BH	50	AK0013100	 	19910430	 	HOONAH	AK	7	9	4	1	N	 	3030	020A	 	 	883	 	 	871	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HOONAH	 	 	 	 	 	0
BH	50	AK0013200	 	19910430	 	NORTH POLE	AK	7	9	4	1	N	 	3030	020A	 	 	1612	 	 	1590	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	NORTH POLE	 	 	 	 	 	0
BH	50	AK0013300	 	19910430	 	UNALASKA	AK	6	9	4	1	N	 	3030	020A	 	 	4398	 	 	4337	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	UNALASKA	 	 	 	 	 	0
BH	50	AK0013500	 	19910430	 	KLAWOCK	AK	7	9	4	1	N	 	3030	020A	 	 	877	 	 	865	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KLAWOCK	 	 	 	 	 	0
BH	50	AK0014200	 	19931019	 	FAIRBANKS	AK	7	9	4	3	N	 	3030	020A	 	 	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	UNIV OF AK: FAIRBANKS	 	 	 	 	 	0
BH	50	AK0014300	 	19951030	 	ANCHORAGE	AK	7	9	4	3	N	 	3030	020A	 	 	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	UNIV OF AK: ANCHORAGE	 	 	 	 	 	0
BH	50	AK0014500	 	19910430	 	CRAIG	AK	7	9	4	1	N	 	3030	020A	 	 	1435	 	 	1415	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	CRAIG	 	 	 	 	 	0
BH	50	AK0014600	 	19910430	 	KING SALMON	AK	7	9	4	1	N	 	3030	020A	 	 	1291	 	 	1274	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	BRISTOL BAY BOROUGH	 	 	 	 	 	0
BH	50	AK0014700	 	20000825	 	KAKE	AK	7	9	4	1	N	 	3030	020A	 	 	730	 	 	719	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KAKE	 	 	 	 	 	0
BH	50	AK0014900	 	20000825	 	NENANA	AK	7	9	4	1	N	 	3030	020A	 	 	413	 	 	407	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	NENANA	 	 	 	 	 	0
BH	50	AK0015000	 	19910430	 	ST. PAUL ISLAND	AK	7	9	4	1	N	 	3030	020A	 	 	547	 	 	539	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ST. PAUL	 	 	 	 	 	0
BH	50	AK0015200	 	19910430	 	SAND POINT	AK	7	9	4	1	N	 	3030	020A	 	 	977	 	 	964	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SAND POINT	 	 	 	 	 	0
BH	50	AK0015400	 	19941021	 	TOGIAK	AK	7	9	4	1	N	 	3030	020A	 	 	831	 	 	819	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	TOGIAK	 	 	 	 	 	0
BH	50	AK0015600	 	19931019	 	WASILLA	AK	6	9	4	1	N	 	3030	020A	 	 	5616	 	 	5538	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	WASILLA	 	 	 	 	 	0
BH	50	AK0016300	 	19981218	 	ANVIK	AK	7	9	4	0	N	AKASP0000	3030	020S	 	20021201	107	 	 	105	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ANVIK	 	 	 	 	 	0
BH	50	AK0016400	 	20000825	 	EMMONAK	AK	7	9	4	1	N	 	3030	020A	 	 	787	 	 	777	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	EMMONAK	 	 	 	 	 	0
BH	50	AKASP0000	 	19910430	 	ANCHORAGE	AK	8A	9	4	4	N	 	3030	020A	 	 	209156	 	 	206264	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	STATE TROOPERS	 	 	 	 	 	0
BH	1	AL0010000	 	19910430	19910101	BIRMINGHAM	AL	9A	6	3	2	N	 	3070	010N	A	 	152431	37	98	151677	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	JEFFERSON	073	 	 	 	 	0
BH	1	AL0010100	 	19910430	19910101	BESSEMER	AL	4	6	3	1	N	 	3070	010N	A	 	29935	37	98	29787	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	BESSEMER	073	 	 	 	 	0
BH	1	AL0010200	 	19910430	19910101	BIRMINGHAM	AL	2	6	3	1	Y	 	3070	010N	A	 	244454	37	98	243247	518	59	98	515	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	BIRMINGHAM	073	117	 	 	 	0
BH	1	AL0010300	 	19910430	19910101	MOUNTAIN BROOK	AL	5	6	3	1	N	 	3070	010N	A	 	20787	37	98	20684	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MOUNTAIN BROOK	073	 	 	 	 	0
BH	1	AL0010400	 	19910430	19910101	FAIRFIELD	AL	5	6	3	1	N	 	3070	010N	A	 	12491	37	98	12429	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	Z	Z	 	 	 	 	FAIRFIELD	073	 	 	 	 	0
BH	1	AL0010500	 	19910430	19910101	GARDENDALE	AL	5	6	3	1	N	 	3070	010N	A	 	11729	37	98	11671	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	GARDENDALE	073	 	 	 	 	0
BH	1	AL0010600	 	19910430	19910101	LEEDS	AL	5	6	3	1	N	 	3070	010N	A	 	9108	37	98	9064	1336	58	98	1330	103	59	98	102	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LEEDS	073	115	117	 	 	0
BH	1	AL0010700	 	19910430	19910101	MIDFIELD	AL	6	6	3	1	N	 	3070	010N	A	 	5676	37	98	5648	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MIDFIELD	073	 	 	 	 	0
BH	1	AL0010800	 	19910430	19910101	TARRANT CITY	AL	6	6	3	1	N	 	3070	010N	A	 	7084	37	98	7049	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	Z	Z	 	 	 	 	TARRANT CITY	073	 	 	 	 	0
BH	1	AL0010900	 	19910430	19910101	VESTAVIA HILLS	AL	5	6	3	1	N	 	3070	010N	A	 	24672	37	98	24550	21	59	98	21	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	VESTAVIA HILLS	073	117	 	 	 	0
BH	1	AL0011000	 	19910430	19910101	HOMEWOOD	AL	4	6	3	1	N	 	3070	010N	A	 	25265	37	98	25140	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HOMEWOOD	073	 	 	 	 	0
BH	1	AL0011100	 	19910430	19910101	FULTONDALE	AL	6	6	3	1	N	 	3070	010N	A	 	6653	37	98	6621	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	FULTONDALE	073	 	 	 	 	0
BH	1	AL0011200	 	19910430	19910101	HOOVER	AL	3	6	3	1	N	 	3070	010N	A	 	47283	37	98	47049	16015	59	98	15936	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HOOVER	073	117	 	 	 	0
BH	1	AL0011300	 	19910430	19910101	IRONDALE	AL	6	6	3	1	N	 	3070	010N	A	 	9900	37	98	9851	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	Z	Z	Z	Z	 	 	 	 	IRONDALE	073	 	 	 	 	0
BH	1	AL0011400	 	19910430	19910101	PLEASANT GROVE	AL	5	6	3	1	N	 	3070	010N	A	 	10072	37	98	10022	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	Z	Z	Z	Z	 	 	 	 	PLEASANT GROVE	073	 	 	 	 	0
BH	1	AL0011500	 	20001012	 	ROOSEVELT CITY	AL	7	6	3	0	N	AL0010000	3070	010N	 	20000101	0	37	98	3716	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ROOSEVELT CITY	073	 	 	 	 	0
BH	1	AL0011600	 	19910430	19910101	GRAYSVILLE	AL	7	6	3	1	N	 	3070	010N	A	 	2364	37	98	2353	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	Z	Z	Z	 	 	 	 	GRAYSVILLE	073	 	 	 	 	0
BH	1	AL0011700	 	20001012	 	BROWNSVILLE	AL	7	6	3	0	N	AL0010000	3070	010N	 	20000101	0	37	98	2749	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	BROWNSVILLE	073	 	 	 	 	0
BH	1	AL0011800	 	19910430	 	BRIGHTON	AL	6	6	3	1	N	 	3070	010N	 	 	3672	37	98	3654	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	Z	Z	Z	Z	 	 	 	 	BRIGHTON	073	 	 	 	 	0
BH	1	AL0011900	 	19910430	19910101	HUEYTOWN	AL	5	6	3	1	N	 	3070	010N	A	 	15500	37	98	15424	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HUEYTOWN	073	 	 	 	 	0
BH	1	AL0012000	 	19910430	 	LIPSCOMB	AL	7	6	3	1	N	 	3070	010N	 	 	2480	37	98	2468	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LIPSCOMB	073	 	 	 	 	0
BH	1	AL0012100	 	19910430	19910101	TRUSSVILLE	AL	5	6	3	1	N	 	3070	010N	A	 	12989	37	98	12925	49	58	98	49	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	TRUSSVILLE	073	115	 	 	 	0
BH	1	AL0012200	 	19910430	19910101	ADAMSVILLE	AL	6	6	3	1	N	 	3070	010N	A	 	5009	37	98	4984	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ADAMSVILLE	073	 	 	 	 	0
BH	1	AL0012300	 	19910430	19910101	WARRIOR	AL	6	6	3	1	N	 	3070	010N	A	 	3198	37	98	3181	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	WARRIOR	073	 	 	 	 	0
BH	1	AL0012400	 	19910430	 	BIRMINGHAM	AL	7	6	3	3	N	 	3070	010N	 	 	0	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	UNIV OF AL: BIRMINGHAM	073	 	 	 	 	0
BH	1	AL0012500	 	19910430	 	TRAFFORD	AL	7	6	3	0	N	AL0010000	3070	010N	 	19891101	528	37	98	525	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	TRAFFORD	073	 	 	 	 	0
BH	1	AL0012600	 	19910430	19910101	MORRIS	AL	7	6	3	1	N	 	3070	010N	A	 	1843	37	98	1834	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MORRIS	073	 	 	 	 	0
BH	1	AL0012700	 	19910430	 	BROOKSIDE	AL	7	6	3	1	N	 	3070	010N	 	 	1406	37	98	1398	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	BROOKSIDE	073	 	 	 	 	0
BH	1	AL0012800	 	20001012	 	CARDIFF	AL	7	6	3	0	N	AL0010000	3070	010N	 	20000101	82	37	98	82	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	CARDIFF	073	 	 	 	 	0
BH	1	AL0012900	 	19910430	19910101	KIMBERLY	AL	7	6	3	1	N	 	3070	010N	A	 	1817	37	98	1808	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KIMBERLY	073	 	 	 	 	0
BH	1	AL0013000	 	20001012	 	TRAFFORD	AL	7	6	3	0	N	AL0010000	3070	010N	 	20000101	134	5	98	134	125	37	98	124	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	COUNTY LINE	009	073	 	 	 	0
BH	1	AL0020000	 	19910430	19910101	MOBILE	AL	9B	6	3	2	N	 	3490	015S	A	 	83125	49	547	82438	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MOBILE	097	 	 	 	 	0
BH	1	AL0020100	 	19910430	19910101	MOBILE	AL	1C	6	3	1	Y	 	3490	015S	A	 	256542	49	547	255551	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MOBILE	097	 	 	 	 	0
BH	1	AL0020200	 	19910430	19910101	PRICHARD	AL	4	6	3	1	N	 	3490	015S	A	 	28886	49	547	28744	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	I	 	 	 	 	 	PRICHARD	097	 	 	 	 	1
BH	1	AL0020300	 	19910430	19930401	CHICKASAW	AL	6	6	3	1	N	 	3490	015S	A	 	6420	49	547	6389	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	CHICKASAW	097	 	 	 	 	0
BH	1	AL0020400	 	19910430	19910101	CITRONELLE	AL	6	6	3	1	N	 	3490	015S	A	 	3691	49	547	3673	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	CITRONELLE	097	 	 	 	 	0
BH	1	AL0020500	 	19910430	19910101	SARALAND	AL	5	6	3	1	N	 	3490	015S	A	 	12397	49	547	12336	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SARALAND	097	 	 	 	 	0
BH	1	AL0020600	 	19910430	19910101	BAYOU LA BATRE	AL	7	6	3	1	N	 	3490	015S	A	 	2333	49	547	2322	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	BAYOU LA BATRE	097	 	 	 	 	0
BH	1	AL0020700	 	19910430	19910101	SATSUMA	AL	6	6	3	1	N	 	3490	015S	A	 	5738	49	547	8738	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SATSUMA	097	 	 	 	 	0
BH	1	AL0020800	 	19910430	19930201	MOUNT VERNON	AL	7	6	3	1	N	 	3490	015S	A	 	851	49	547	847	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MOUNT VERNON	097	 	 	 	 	0
BH	1	AL0020900	 	20001012	19910101	WILMER	AL	7	6	3	0	N	AL0020000	3490	015S	A	20000101	0	49	547	509	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	WILMER	097	 	 	 	 	0
BH	1	AL0021200	 	19910430	19910101	CREOLA	AL	7	6	3	1	N	 	3490	015S	A	 	2020	49	547	2010	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	CREOLA	097	 	 	 	 	0
BH	1	AL0021400	 	19910430	19910101	MOBILE	AL	7	6	3	3	N	 	3490	015S	A	 	0	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	UNIV OF SOUTH ALABAMA	097	 	 	 	 	0
BH	1	AL0021500	 	20000731	 	DAUPHIN ISLAND	AL	7	6	3	1	N	 	3490	015S	 	 	1383	49	547	1376	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	DAUPHIN ISLAND	097	 	 	 	 	0
BH	1	AL0030000	 	19910430	19910101	MONTGOMERY	AL	9C	6	3	2	N	 	3490	005M	A	 	22135	51	556	22027	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	I	 	 	 	 	 	 	MONTGOMERY	101	 	 	 	 	1
BH	1	AL0030100	 	19910430	19910101	MONTGOMERY	AL	2	6	3	1	Y	 	3490	005M	A	 	203355	51	556	202350	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MONTGOMERY	101	 	 	 	 	0
BH	1	AL0030300	 	20010717	 	MONTGOMERY	AL	9E	6	3	5	N	 	3490	005M	 	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	AL CONSER DPT MARINE POL	101	 	 	 	 	0
BH	1	AL0030400	 	19910430	19910101	MONTGOMERY	AL	9D	6	3	5	N	 	3490	005M	A	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	AL ALC BEV CONTROL BOARD	101	 	 	 	 	0
BH	1	AL0030500	 	19921124	19920901	MONTGOMERY	AL	7	6	3	5	N	 	3490	005M	A	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	AL DEPT OF MENTAL HEALTH	101	 	 	 	 	0
BH	1	AL0030600	 	19920122	19910101	MONTGOMERY	AL	7	6	3	3	N	 	3490	005M	A	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ALABAMA STATE UNIVERSITY	101	 	 	 	 	0
BH	1	AL0030700	 	19910430	19910101	MONTGOMERY	AL	7	6	3	3	N	 	3490	005M	A	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	AUBURN UNIV: MONTGOMERY	101	 	 	 	 	0
BH	1	AL0030800	 	19931019	 	MONTGOMERY	AL	9D	6	3	5	N	 	3490	005M	 	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	AL P S COMM ENF DIV MT	101	 	 	 	 	0
BH	1	AL0031300	 	19910430	 	MONTGOMERY	AL	9D	6	3	5	N	 	3490	005M	 	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	STATE CAPITOL POLICE	101	 	 	 	 	0
BH	1	AL0031900	 	19950928	 	MONTGOMERY	AL	7	6	3	5	N	 	3490	005M	 	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HOUS AUTH CITY OF MONTG	101	 	 	 	 	0
BH	1	AL0032200	 	19991231	 	MONTGOMERY	AL	7	6	3	0	N	AL0030000	3490	005M	 	20000101	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	BAPTIST MEDICAL CENTER	101	 	 	 	 	0
BH	1	AL003FA00	 	19951004	 	MONTGOMERY	AL	7	6	3	3	N	 	3490	005M	 	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	FAULKNER UNIVERSITY	101	 	 	 	 	0
